id,epoch,iou,dice
11,unknown,0.8511791582711354,0.9196075425417752
1080,unknown,0.7894498381877023,0.8823380475277607
2028,unknown,0.7830193704170587,0.8783071944236993
1049,unknown,0.8460868258975515,0.9166273373801813
1086,unknown,0.9045240188634002,0.9498688490189907
1005,unknown,0.7456572314850717,0.8542997079108406
3083,unknown,0.8007647971624917,0.8893607853999322
3075,unknown,0.18359705278415267,0.310235738340647
1010,unknown,0.38455921402018056,0.555496955458599
1056,unknown,0.18785601745243,0.3162942556881951
1085,unknown,0.6278166508538899,0.7713603992495857
3000,unknown,0.7849555291491124,0.8795239055880573
49,unknown,0.8787878787878788,0.9354838709677419
2033,unknown,0.15567252131128784,0.2694059405940594
42,unknown,0.905409544814066,0.9503568902321394
3077,unknown,0.7583754372328022,0.8625864774661274
1051,unknown,0.6861341951369653,0.8138547893944234
1047,unknown,0.8646153846153846,0.9273927392739274
3008,unknown,0.7337089751564158,0.8464038494006416
3023,unknown,0.7323421695151726,0.8454936702489115
3021,unknown,0.9072069948353085,0.9513461279158614
3003,unknown,0.8770838318577012,0.9345174860833723
1055,unknown,0.6780244449987528,0.8081222499702699
1045,unknown,0.7560646900269542,0.8610897927858787
3069,unknown,0.8748255002326664,0.9332340531149168
3086,unknown,0.8732513920956132,0.9323376411520545
1018,unknown,0.9021327210865536,0.9485486591821302
26,unknown,0.904429697691566,0.9498168389075855
3025,unknown,0.9090431346170016,0.9523547353469064
3091,unknown,0.8030464517275069,0.890766237284796
2048,unknown,0.7998344857043701,0.8887867101750222
2029,unknown,0.882877886457598,0.9377962243941625
2050,unknown,0.5403638231791327,0.7016054454770099
19,unknown,0.9142469626346756,0.9552027303481793
1084,unknown,0.8047869708012777,0.8918359715817026
3048,unknown,0.6721453865170041,0.8039317537059976
2020,unknown,0.9314569125852449,0.9645122358318569
9,unknown,0.7844943451893133,0.8792343302226467
1017,unknown,0.7867512097447021,0.8806499813223758
3022,unknown,0.9052080330546748,0.9502458706342202
1068,unknown,0.8665486449194241,0.9285036822137915
2005,unknown,0.8268271334792122,0.9052056632249719
36,unknown,0.7237802823229865,0.8397593240219823
2001,unknown,0.9331860656743631,0.9654384357967479
