encoder,model,base_c,optimizer,batch_size,lr,loss_type,focal_alpha,focal_gamma,use_scheduler,scheduler_type,warmup_epochs,target_param,param_value,epoch,train_loss,val_iou,val_dice
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,2,0.2601,0.5366,0.6727
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,3,0.2522,0.6036,0.7309
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,4,0.2375,0.6929,0.8044
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,5,0.2222,0.678,0.7961
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,6,0.2044,0.7154,0.8225
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,7,0.1903,0.7245,0.8277
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,8,0.1804,0.6944,0.8074
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,9,0.1683,0.7183,0.8254
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0003,focal_dice,0.25,2.0,True,cosine,5,lr,0.0003,10,0.1653,0.7119,0.8213
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,1,0.3042,0.4716,0.6121
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,2,0.2628,0.5538,0.6869
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,3,0.2517,0.6241,0.7517
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,4,0.2391,0.6297,0.7576
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,5,0.2214,0.6795,0.7937
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,6,0.2094,0.6795,0.7934
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,7,0.1931,0.7184,0.8248
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,8,0.1785,0.7146,0.8221
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,9,0.1725,0.7297,0.8314
efficientnet_b1,unet_efficientnet_b1,96,adam,4,0.0005,focal_dice,0.25,2.0,True,cosine,5,lr,0.0005,10,0.1652,0.721,0.825
