epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
51,0.0192,0.7669,0.857,0.8947,0.8652,0.8607,0.857,0.000164
52,0.0193,0.7633,0.8538,0.8931,0.8693,0.8536,0.8538,0.000159
53,0.0189,0.7649,0.8551,0.8956,0.8732,0.851,0.8551,0.000154
54,0.018,0.7625,0.8531,0.8927,0.8735,0.848,0.8531,0.000149
55,0.0173,0.7659,0.8558,0.8939,0.8666,0.8587,0.8558,0.000144
56,0.0173,0.766,0.8567,0.8937,0.8538,0.8711,0.8567,0.000139
57,0.0177,0.7679,0.8573,0.8953,0.8702,0.8577,0.8573,0.000134
58,0.0164,0.7655,0.8545,0.8938,0.8707,0.8548,0.8545,0.000129
59,0.0164,0.7641,0.8533,0.8927,0.8651,0.8593,0.8533,0.000125
60,0.0166,0.7658,0.856,0.8941,0.8563,0.8686,0.856,0.00012
61,0.0161,0.7641,0.8537,0.8929,0.865,0.8586,0.8537,0.000115
62,0.0155,0.7653,0.8555,0.8932,0.858,0.8665,0.8555,0.00011
63,0.0156,0.7632,0.8534,0.8921,0.8654,0.857,0.8534,0.000106
64,0.0151,0.7661,0.8553,0.894,0.864,0.8616,0.8553,0.000101
65,0.0149,0.7658,0.8556,0.8931,0.8606,0.8651,0.8556,9.6e-05
66,0.0143,0.766,0.8555,0.8935,0.8626,0.863,0.8555,9.2e-05
67,0.0141,0.7648,0.8544,0.8931,0.8664,0.8581,0.8544,8.7e-05
68,0.0136,0.7683,0.8579,0.8951,0.8601,0.868,0.8579,8.3e-05
69,0.0134,0.7663,0.8566,0.894,0.8564,0.8694,0.8566,7.9e-05
70,0.0131,0.7623,0.8514,0.8914,0.8642,0.8572,0.8514,7.4e-05
71,0.0143,0.7655,0.8558,0.8936,0.8582,0.8659,0.8558,7e-05
72,0.0132,0.7667,0.8567,0.8942,0.8582,0.8674,0.8567,6.6e-05
73,0.0124,0.7656,0.8558,0.8931,0.8606,0.8646,0.8558,6.2e-05
74,0.0128,0.7628,0.8532,0.8914,0.8628,0.8592,0.8532,5.8e-05
75,0.0122,0.7678,0.8573,0.8954,0.8619,0.865,0.8573,5.5e-05
76,0.0128,0.7666,0.8565,0.8949,0.8603,0.8656,0.8565,5.1e-05
77,0.0123,0.765,0.8551,0.8933,0.8601,0.8639,0.8551,4.7e-05
78,0.012,0.7663,0.8563,0.8943,0.8616,0.864,0.8563,4.4e-05
79,0.0121,0.7635,0.8531,0.8924,0.8666,0.8562,0.8531,4.1e-05
80,0.0118,0.7651,0.8551,0.8936,0.8602,0.8639,0.8551,3.7e-05
81,0.0117,0.7621,0.8533,0.8914,0.8533,0.8674,0.8533,3.4e-05
82,0.0116,0.7652,0.8554,0.8937,0.8601,0.8637,0.8554,3.1e-05
83,0.0118,0.7655,0.8558,0.8935,0.8561,0.8683,0.8558,2.9e-05
84,0.0114,0.7666,0.8566,0.8949,0.8588,0.8667,0.8566,2.6e-05
85,0.0115,0.7634,0.8527,0.8921,0.8638,0.8586,0.8527,2.3e-05
86,0.0114,0.7664,0.8565,0.8942,0.8561,0.8695,0.8565,2.1e-05
87,0.0116,0.7604,0.8512,0.8898,0.8603,0.8587,0.8512,1.9e-05
88,0.0116,0.7653,0.8552,0.8934,0.8617,0.8626,0.8552,1.7e-05
89,0.0109,0.7627,0.852,0.8917,0.8641,0.8574,0.852,1.5e-05
90,0.0106,0.7654,0.8557,0.8938,0.8584,0.8661,0.8557,1.3e-05
91,0.0113,0.7618,0.8526,0.8912,0.8601,0.8602,0.8526,1.1e-05
92,0.0108,0.7656,0.856,0.8933,0.857,0.8673,0.856,1e-05
93,0.0107,0.7621,0.8518,0.8913,0.861,0.8599,0.8518,8e-06
94,0.0105,0.7633,0.8539,0.8924,0.8558,0.8658,0.8539,7e-06
95,0.0111,0.762,0.8515,0.8912,0.8638,0.8569,0.8515,6e-06
96,0.0109,0.7658,0.8559,0.8938,0.8584,0.8663,0.8559,5e-06
97,0.0107,0.7638,0.8549,0.8924,0.8536,0.8687,0.8549,4e-06
98,0.0106,0.7648,0.8556,0.893,0.854,0.8696,0.8556,4e-06
99,0.011,0.763,0.8534,0.892,0.8565,0.865,0.8534,3e-06
100,0.0106,0.7662,0.8562,0.8939,0.8591,0.866,0.8562,3e-06
