epoch,train_loss,val_iou,val_dice,val_accuracy,val_precision,val_recall,val_f1,learning_rate
41,0.0253,0.7381,0.8334,0.8771,0.8638,0.8271,0.8334,0.000211
42,0.0242,0.7398,0.8337,0.8788,0.8746,0.8181,0.8337,0.000207
43,0.0246,0.7427,0.838,0.8797,0.8586,0.8366,0.838,0.000202
44,0.0237,0.7493,0.8451,0.883,0.8459,0.854,0.8451,0.000197
45,0.0247,0.7483,0.8445,0.8835,0.8395,0.8593,0.8445,0.000193
46,0.0226,0.7425,0.8387,0.8787,0.8526,0.8411,0.8387,0.000188
47,0.0211,0.7391,0.8364,0.876,0.8483,0.8423,0.8364,0.000183
48,0.0201,0.7445,0.8398,0.879,0.8536,0.8429,0.8398,0.000178
49,0.0209,0.7391,0.8372,0.8758,0.8492,0.8396,0.8372,0.000174
50,0.0265,0.718,0.8187,0.8806,0.9042,0.7634,0.8187,0.000169
51,0.0288,0.6989,0.805,0.8469,0.835,0.808,0.805,0.000164
52,0.0254,0.7024,0.8071,0.8478,0.8342,0.8092,0.8071,0.000159
53,0.0221,0.721,0.8204,0.8619,0.8522,0.816,0.8204,0.000154
54,0.0207,0.7253,0.8236,0.8637,0.8587,0.815,0.8236,0.000149
55,0.019,0.7273,0.8258,0.8642,0.8451,0.8312,0.8258,0.000144
56,0.0178,0.7183,0.8184,0.8587,0.8476,0.8181,0.8184,0.000139
57,0.0178,0.7247,0.823,0.8617,0.8484,0.8247,0.823,0.000134
58,0.0179,0.7176,0.8189,0.8566,0.8364,0.8291,0.8189,0.000129
59,0.0168,0.7185,0.8172,0.8596,0.8628,0.8036,0.8172,0.000125
60,0.0166,0.7239,0.8221,0.8624,0.8571,0.8151,0.8221,0.00012
61,0.0161,0.727,0.8247,0.8648,0.8554,0.8209,0.8247,0.000115
62,0.0158,0.7209,0.8196,0.8612,0.8638,0.806,0.8196,0.00011
63,0.0161,0.72,0.8209,0.8588,0.843,0.8249,0.8209,0.000106
64,0.0155,0.7186,0.8173,0.8612,0.8703,0.7965,0.8173,0.000101
65,0.0164,0.7243,0.8235,0.8611,0.8502,0.8227,0.8235,9.6e-05
66,0.0156,0.719,0.8184,0.8599,0.8606,0.8035,0.8184,9.2e-05
67,0.0145,0.726,0.8249,0.8633,0.8505,0.8223,0.8249,8.7e-05
68,0.0141,0.7241,0.8238,0.8622,0.8493,0.8219,0.8238,8.3e-05
69,0.0139,0.7258,0.8246,0.8632,0.8584,0.8151,0.8246,7.9e-05
70,0.0134,0.7247,0.8233,0.8627,0.8564,0.8155,0.8233,7.4e-05
71,0.0136,0.7236,0.822,0.8621,0.8572,0.8131,0.822,7e-05
72,0.0138,0.7288,0.8267,0.866,0.8548,0.8227,0.8267,6.6e-05
73,0.0128,0.7255,0.8235,0.864,0.8604,0.8135,0.8235,6.2e-05
74,0.0128,0.7209,0.8199,0.8619,0.8655,0.8026,0.8199,5.8e-05
75,0.0127,0.7264,0.8245,0.8647,0.8583,0.816,0.8245,5.5e-05
76,0.0125,0.7273,0.827,0.8644,0.8443,0.8315,0.827,5.1e-05
77,0.0123,0.7299,0.8275,0.8668,0.8565,0.8223,0.8275,4.7e-05
78,0.0121,0.7287,0.8264,0.8663,0.8569,0.8206,0.8264,4.4e-05
79,0.0118,0.7242,0.823,0.8635,0.8544,0.8172,0.823,4.1e-05
80,0.012,0.7251,0.8238,0.8637,0.8519,0.8207,0.8238,3.7e-05
81,0.0123,0.7393,0.8359,0.8748,0.8432,0.8459,0.8359,3.4e-05
82,0.0121,0.7387,0.8365,0.8747,0.8411,0.8469,0.8365,3.1e-05
83,0.0122,0.7421,0.8385,0.877,0.845,0.8474,0.8385,2.9e-05
84,0.0115,0.74,0.8371,0.8756,0.8443,0.8452,0.8371,2.6e-05
85,0.0117,0.7418,0.8389,0.8766,0.8433,0.849,0.8389,2.3e-05
86,0.0116,0.7425,0.8392,0.8769,0.8445,0.8485,0.8392,2.1e-05
87,0.0113,0.7385,0.8344,0.8746,0.8442,0.8437,0.8344,1.9e-05
88,0.0109,0.7389,0.8361,0.8745,0.8451,0.8432,0.8361,1.7e-05
89,0.011,0.7394,0.8358,0.8756,0.845,0.8442,0.8358,1.5e-05
90,0.0112,0.7388,0.8366,0.8749,0.8403,0.8485,0.8366,1.3e-05
91,0.0112,0.7393,0.836,0.8754,0.8402,0.8492,0.836,1.1e-05
92,0.0113,0.7422,0.8387,0.877,0.8462,0.8457,0.8387,1e-05
93,0.0133,0.7408,0.8349,0.8768,0.8578,0.833,0.8349,8e-06
94,0.0112,0.7463,0.8426,0.88,0.8344,0.8626,0.8426,7e-06
95,0.0111,0.7469,0.8435,0.8799,0.8318,0.8665,0.8435,6e-06
96,0.0108,0.7449,0.8414,0.8793,0.8334,0.8614,0.8414,5e-06
97,0.0114,0.7498,0.8446,0.883,0.8386,0.8621,0.8446,4e-06
98,0.011,0.7414,0.8388,0.8769,0.8358,0.855,0.8388,4e-06
99,0.011,0.7479,0.8437,0.8814,0.8374,0.8611,0.8437,3e-06
100,0.0112,0.7437,0.8404,0.8779,0.838,0.8559,0.8404,3e-06
